Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"SA2 (EN) by RNTRD Rent (weekly) Ranges by HIND Total Household Income (weekly)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

" Braidwood"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"$200-$224",0,0,0,0,6,4,8,12,8,3,3,3,7,5,0,0,0,0,0,0,0,0,3,6,0,79,
"$225-$249",0,0,0,0,0,4,14,8,7,4,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,54,
"$250-$274",0,4,0,4,4,15,38,17,14,6,15,4,0,5,7,0,0,0,0,0,0,0,5,8,0,154,
"$275-$299",0,0,0,0,3,7,11,13,13,7,7,3,0,5,0,4,0,0,0,0,0,0,3,0,0,79,
"$300-$324",0,0,0,0,4,22,12,14,21,28,12,10,16,19,7,0,0,0,0,0,0,0,4,4,0,183,
"$325-$349",0,0,0,0,0,11,26,17,29,25,14,10,8,9,8,0,0,0,0,0,0,0,8,0,0,173,
"$350-$374",0,0,0,0,6,8,23,33,39,52,36,26,22,34,17,8,0,5,3,0,0,0,7,4,0,325,
"$375-$399",0,3,0,0,3,16,19,16,18,19,28,30,15,33,11,8,0,0,3,0,0,0,6,4,0,239,
"$400-$424",0,4,0,4,0,6,15,34,36,40,44,47,33,56,22,14,5,3,4,6,0,0,19,5,0,376,
"$425-$449",0,0,0,0,0,4,7,6,30,18,22,17,18,35,13,7,0,0,0,4,0,0,13,3,0,197,
"$450-$474",0,0,0,0,0,0,5,10,20,26,45,29,26,78,23,29,12,7,3,3,0,0,22,4,0,345,
"$475-$499",0,0,0,0,0,4,0,0,9,12,21,7,8,22,12,13,3,5,9,0,0,0,12,0,0,151,
"$500-$524",0,0,0,0,0,0,4,14,15,22,31,25,24,45,17,21,16,4,10,8,0,0,21,0,0,273,
"$525-$549",0,0,0,0,0,0,4,9,4,4,10,5,8,25,16,13,4,0,3,0,0,0,12,4,0,129,
"$550-$649",3,5,0,0,0,7,14,6,14,17,27,46,36,85,53,50,32,15,24,10,9,0,51,4,0,505,
"$650-$749",0,0,0,0,0,0,0,3,4,9,8,0,7,9,14,13,9,11,14,11,0,0,8,0,0,126,
"$750-$849",0,5,0,0,0,0,4,3,0,4,3,0,0,10,6,4,6,0,3,7,5,0,8,0,0,62,
"$850-$949",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,3,0,4,0,0,0,0,28,
"$950 and over",0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,3,4,0,3,10,5,0,0,0,0,44,
"Not stated",0,9,0,3,12,12,10,3,8,3,12,5,6,6,3,0,0,0,0,0,0,0,9,18,0,139,
"Not applicable",25,85,61,86,121,510,325,520,493,521,483,300,377,640,342,277,159,112,179,106,86,40,281,191,2016,8344,
"Total",29,126,86,156,251,734,583,778,818,851,857,569,618,1138,582,461,252,158,275,161,111,53,487,264,2021,12422,


" Mooloolaba - Alexandra Headland"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
"$75-$99",0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
"$100-$124",0,0,0,5,32,34,3,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,100,
"$125-$149",0,0,0,0,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
"$150-$174",0,0,0,0,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$200-$224",0,0,0,0,0,5,7,0,3,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,35,
"$225-$249",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,
"$250-$274",0,0,0,0,0,6,8,4,3,4,6,0,0,9,0,0,0,0,0,0,0,0,3,0,0,49,
"$275-$299",0,0,0,0,0,6,7,9,5,8,0,6,0,7,3,0,0,0,0,0,0,0,0,0,0,48,
"$300-$324",0,0,0,3,5,4,19,13,21,25,11,7,6,17,6,3,0,0,0,0,0,0,0,6,0,144,
"$325-$349",0,0,0,0,0,7,8,11,10,16,11,11,4,10,3,0,0,0,0,0,0,0,8,0,0,111,
"$350-$374",0,0,0,0,0,7,13,18,20,33,26,14,13,26,6,4,0,0,0,0,0,0,3,0,0,196,
"$375-$399",0,3,0,0,8,0,7,18,17,18,25,19,10,23,5,7,0,0,0,0,0,0,11,0,0,164,
"$400-$424",0,0,0,0,5,0,14,12,12,24,31,24,25,35,19,4,0,0,3,0,0,0,18,0,0,241,
"$425-$449",0,0,0,0,0,3,3,5,7,15,7,12,16,29,4,3,0,0,0,3,0,0,10,0,0,122,
"$450-$474",0,0,0,0,0,3,5,4,8,18,30,23,20,23,13,9,0,3,4,3,0,0,15,3,0,176,
"$475-$499",0,0,0,0,0,0,0,5,0,15,3,8,18,15,6,0,0,7,0,0,0,0,3,0,0,99,
"$500-$524",0,0,0,0,3,0,0,9,10,6,8,19,11,20,10,4,0,0,4,4,0,0,11,0,0,109,
"$525-$549",0,0,0,0,0,0,4,0,0,6,8,5,3,0,8,4,0,0,0,0,0,0,5,0,0,47,
"$550-$649",0,3,0,6,0,0,0,5,15,3,4,14,7,45,16,17,11,0,3,10,6,0,16,0,0,202,
"$650-$749",0,0,0,0,0,0,0,4,4,4,6,0,3,13,14,11,4,3,4,4,6,0,3,0,0,80,
"$750-$849",0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,11,0,3,5,8,0,0,45,
"$850-$949",0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,3,3,4,0,3,0,0,0,0,35,
"$950 and over",0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,10,3,0,5,7,4,5,0,0,0,54,
"Not stated",0,4,0,0,3,4,0,0,0,12,7,0,6,4,7,0,0,0,0,0,0,0,12,14,0,73,
"Not applicable",17,40,25,35,68,192,128,195,205,274,276,168,159,335,231,181,112,81,169,110,90,48,161,85,1637,5013,
"Total",20,65,37,61,154,296,261,330,357,480,474,334,309,618,351,269,153,104,217,139,114,57,296,125,1632,7247,


" Noosa Heads"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$100-$124",0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$175-$199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$200-$224",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$250-$274",0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$275-$299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$300-$324",0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$350-$374",0,0,0,0,0,0,0,7,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
"$375-$399",0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,16,
"$400-$424",0,0,0,0,0,0,4,0,3,9,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,
"$425-$449",0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,
"$450-$474",0,0,0,0,0,0,0,4,10,3,5,3,5,7,0,3,0,0,0,0,0,0,0,0,0,38,
"$475-$499",0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,
"$500-$524",0,0,0,0,0,0,0,0,0,4,6,0,0,11,4,0,0,0,0,0,0,0,0,0,0,37,
"$525-$549",0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,12,
"$550-$649",0,0,0,0,0,0,3,0,3,0,13,4,6,14,3,8,3,0,3,0,0,0,8,4,0,69,
"$650-$749",0,5,0,0,0,3,3,0,3,8,9,5,4,5,7,6,7,0,4,0,0,0,6,0,0,71,
"$750-$849",0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,6,0,6,0,0,0,0,34,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,3,0,0,0,0,0,0,22,
"$950 and over",0,3,0,0,0,0,3,0,3,4,4,6,0,12,7,7,3,0,20,8,7,5,0,3,0,96,
"Not stated",0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,18,
"Not applicable",7,38,25,16,19,70,58,75,84,132,111,62,81,128,105,110,41,30,141,61,67,63,81,70,1334,3003,
"Total",7,45,30,21,31,93,81,97,107,173,157,92,111,199,129,141,69,37,174,74,86,71,106,81,1340,3550,


" Noosaville"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$100-$124",0,0,0,0,7,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$175-$199",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$200-$224",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$225-$249",0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$250-$274",0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
"$275-$299",0,0,0,0,3,5,4,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
"$300-$324",0,0,0,0,3,7,11,4,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
"$325-$349",0,0,0,0,0,0,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
"$350-$374",0,0,0,4,0,0,6,4,3,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,46,
"$375-$399",0,0,0,0,0,5,11,4,13,5,3,3,0,3,5,0,0,0,0,0,0,0,0,0,0,51,
"$400-$424",0,0,0,0,0,8,3,16,3,10,17,9,4,9,0,0,0,0,0,0,0,0,0,0,0,88,
"$425-$449",0,0,0,0,0,0,0,0,3,7,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,31,
"$450-$474",0,0,0,0,0,0,3,5,3,9,8,7,13,7,3,5,0,0,0,0,0,0,6,0,0,71,
"$475-$499",0,0,0,0,0,0,3,5,3,3,7,9,4,9,4,4,3,0,0,0,0,0,0,0,0,54,
"$500-$524",0,0,0,5,0,0,5,0,3,9,9,5,4,6,9,0,0,0,0,0,0,0,7,0,0,71,
"$525-$549",0,0,0,0,0,0,0,0,3,4,4,4,4,0,3,0,0,0,0,0,0,0,4,0,0,29,
"$550-$649",0,0,0,0,0,0,4,7,5,13,13,7,19,11,9,13,0,4,3,0,0,0,3,0,0,123,
"$650-$749",0,0,0,0,0,0,0,5,4,4,9,3,9,17,6,4,0,0,3,4,3,0,11,0,0,88,
"$750-$849",0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,4,3,3,3,0,0,4,0,0,45,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,5,5,0,0,0,0,33,
"$950 and over",0,0,3,0,0,0,0,0,0,5,8,6,7,13,4,5,5,0,7,6,3,9,3,0,0,79,
"Not stated",0,5,0,0,0,0,4,0,0,0,5,5,3,8,0,3,0,0,4,0,0,0,9,8,0,48,
"Not applicable",21,61,47,40,67,210,156,242,240,262,256,169,164,293,166,167,91,45,162,75,69,49,155,92,1248,4556,
"Total",23,69,50,47,86,260,236,305,316,362,362,229,229,405,220,210,114,52,189,92,84,63,207,111,1248,5574,


" Sunshine Beach"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$75-$99",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$100-$124",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$150-$174",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$175-$199",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"$200-$224",0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$250-$274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"$275-$299",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"$300-$324",0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,
"$325-$349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$350-$374",0,0,0,0,0,5,7,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,28,
"$375-$399",0,0,0,0,0,0,9,6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
"$400-$424",0,0,0,0,3,0,5,3,3,4,10,6,5,6,4,4,0,0,0,0,0,0,6,0,0,51,
"$425-$449",0,0,0,0,0,0,6,4,5,0,4,4,5,3,0,4,0,0,0,0,0,0,0,0,0,26,
"$450-$474",0,0,0,0,0,0,0,6,6,4,3,5,8,4,4,0,0,0,0,0,0,0,6,0,0,54,
"$475-$499",0,0,0,0,0,0,6,0,3,3,4,3,5,6,0,0,0,0,0,0,0,0,4,0,0,45,
"$500-$524",0,0,0,0,0,4,4,4,8,0,7,6,9,14,4,0,0,0,0,0,0,0,4,0,0,62,
"$525-$549",0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,
"$550-$649",0,0,0,0,5,0,3,4,6,9,10,7,13,18,13,8,0,5,0,4,0,0,9,5,0,121,
"$650-$749",0,0,0,0,0,0,0,0,0,4,6,0,4,14,0,7,5,4,6,3,0,0,8,0,0,74,
"$750-$849",0,4,0,0,0,0,0,0,0,0,3,0,0,5,6,0,0,4,0,4,3,0,4,0,0,38,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,23,
"$950 and over",0,3,0,0,0,0,0,0,0,5,5,3,0,6,9,13,5,4,15,3,14,6,7,0,0,105,
"Not stated",0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,3,0,0,0,0,0,9,0,0,35,
"Not applicable",8,38,17,24,26,96,67,89,100,119,137,112,113,213,138,128,61,39,142,80,78,55,115,40,983,3021,
"Total",13,53,21,38,45,124,111,135,147,172,207,154,165,316,181,170,81,51,172,93,100,66,166,50,983,3835,


" Tewantin"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"$75-$99",0,0,0,3,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
"$100-$124",0,0,0,9,6,33,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,59,
"$125-$149",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,
"$150-$174",0,0,0,0,4,5,6,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,38,
"$175-$199",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,
"$200-$224",0,0,0,5,3,4,5,8,3,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,37,
"$225-$249",4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
"$250-$274",0,0,0,0,0,4,16,0,9,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,37,
"$275-$299",0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"$300-$324",0,0,0,0,3,3,13,3,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37,
"$325-$349",0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
"$350-$374",0,0,0,0,0,0,3,4,3,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
"$375-$399",0,0,0,0,0,0,6,4,4,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
"$400-$424",0,0,0,0,0,0,6,8,4,6,9,6,3,8,3,0,0,3,0,0,0,0,7,0,0,70,
"$425-$449",0,0,0,0,0,3,0,0,0,8,5,3,0,5,4,0,0,0,0,0,0,0,4,0,0,38,
"$450-$474",0,0,0,0,0,0,5,11,10,7,10,8,3,7,3,0,0,0,0,0,0,0,4,0,0,72,
"$475-$499",0,0,0,0,0,0,4,0,0,9,5,11,0,11,0,5,0,0,0,0,0,0,7,3,0,50,
"$500-$524",0,0,0,0,0,3,0,3,11,8,15,5,10,16,7,3,0,4,0,0,0,0,0,0,0,97,
"$525-$549",0,0,0,0,0,0,0,5,4,0,0,4,4,8,8,0,3,0,0,0,0,0,0,0,0,31,
"$550-$649",0,0,0,0,0,0,3,6,13,13,18,15,17,26,14,8,9,0,0,0,0,0,17,0,0,167,
"$650-$749",0,0,0,0,0,0,0,0,0,4,7,9,10,19,5,8,3,6,0,0,4,0,6,0,0,72,
"$750-$849",0,0,0,0,0,0,0,0,0,4,7,0,4,5,8,4,0,0,0,0,0,0,0,0,0,20,
"$850-$949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,
"$950 and over",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Not stated",0,0,0,0,4,7,0,0,3,4,0,0,4,4,0,0,0,0,0,0,0,0,3,4,0,41,
"Not applicable",18,50,40,45,77,323,158,301,247,252,262,167,186,324,183,115,73,35,77,38,26,11,160,100,465,3727,
"Total",27,52,39,63,108,403,240,365,326,349,358,246,253,439,244,153,89,44,83,41,33,8,227,122,468,4781,


" Peregian Beach - Marcus Beach"
"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"RNTRD Rent (weekly) Ranges",
"$1-$74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$75-$99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$100-$124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"$125-$149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$150-$174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"$175-$199",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$200-$224",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"$225-$249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"$250-$274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"$275-$299",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
"$300-$324",0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
"$325-$349",0,0,0,0,0,0,0,4,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,
