RNTRD Rent (weekly) Ranges,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)",Partial income stated,All incomes not stated,Not applicable,Total,Suburb
$450-$474,0,0,0,0,0,0,0,4,3,3,12,4,3,17,13,7,0,3,3,0,0,0,14,0,0,91, Greenwood - Warwick
$475-$499,0,0,0,0,0,0,0,0,0,9,4,0,0,4,3,9,0,0,0,3,0,0,4,0,0,36, Greenwood - Warwick
$500-$524,0,0,0,0,0,0,3,0,0,5,0,3,3,9,10,4,6,4,0,0,0,0,6,0,0,62, Greenwood - Warwick
$525-$549,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,6,0,0,0,0,0,14, Greenwood - Warwick
$550-$649,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,8,3,0,0,0,5,0,6,0,0,43, Greenwood - Warwick
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5, Greenwood - Warwick
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Greenwood - Warwick
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Greenwood - Warwick
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Greenwood - Warwick
Not stated,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,6,0,0,24, Greenwood - Warwick
Not applicable,10,45,29,46,91,230,146,226,239,289,298,214,221,463,368,326,259,138,186,135,76,13,308,53,378,4765, Greenwood - Warwick
Total,16,51,33,55,116,260,177,261,285,356,365,255,268,563,446,388,279,151,201,153,84,10,380,57,378,5568, Greenwood - Warwick
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Heathridge - Connolly
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Heathridge - Connolly
$100-$124,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8, Heathridge - Connolly
$125-$149,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, Heathridge - Connolly
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12, Heathridge - Connolly
$175-$199,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14, Heathridge - Connolly
$200-$224,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,15, Heathridge - Connolly
$225-$249,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Heathridge - Connolly
$250-$274,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20, Heathridge - Connolly
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Heathridge - Connolly
$300-$324,0,0,0,0,4,6,14,11,3,7,5,9,4,9,5,0,0,0,0,0,0,0,0,0,0,81, Heathridge - Connolly
$325-$349,0,0,0,0,0,0,0,3,3,3,3,3,0,10,5,0,0,0,0,0,0,0,4,0,0,40, Heathridge - Connolly
$350-$374,0,4,0,0,3,6,3,10,10,14,21,10,10,21,4,5,3,0,0,0,0,0,7,7,0,132, Heathridge - Connolly
$375-$399,0,0,0,0,0,0,0,7,5,11,10,11,7,5,3,10,0,6,0,0,0,0,11,0,0,99, Heathridge - Connolly
$400-$424,0,0,0,0,0,4,3,12,9,12,15,10,8,22,9,12,3,0,4,3,0,0,12,0,0,116, Heathridge - Connolly
$425-$449,0,0,0,0,0,0,0,0,3,0,4,3,5,4,5,0,0,0,0,0,0,0,5,0,0,40, Heathridge - Connolly
$450-$474,0,0,0,0,0,4,0,0,5,0,9,6,3,10,4,0,0,4,0,0,0,0,0,0,0,52, Heathridge - Connolly
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,22, Heathridge - Connolly
$500-$524,0,0,0,0,0,0,0,4,0,0,4,9,0,4,3,0,0,0,0,0,0,0,0,0,0,26, Heathridge - Connolly
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Heathridge - Connolly
$550-$649,0,4,0,0,0,0,0,0,0,0,3,4,0,5,0,5,0,0,0,0,0,0,10,0,0,41, Heathridge - Connolly
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,6,0,0,19, Heathridge - Connolly
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Heathridge - Connolly
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Heathridge - Connolly
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5, Heathridge - Connolly
Not stated,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,31, Heathridge - Connolly
Not applicable,9,36,15,29,59,153,96,140,161,184,200,174,170,378,250,277,174,80,128,110,67,11,264,48,335,3536, Heathridge - Connolly
Total,12,49,19,35,71,182,134,192,215,244,277,238,220,481,314,320,194,94,135,108,73,11,332,61,335,4346, Heathridge - Connolly
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Hillarys
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Hillarys
$100-$124,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Hillarys
$125-$149,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Hillarys
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Hillarys
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Hillarys
$200-$224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Hillarys
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Hillarys
$250-$274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Hillarys
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Hillarys
$300-$324,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,20, Hillarys
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5, Hillarys
$350-$374,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25, Hillarys
$375-$399,0,0,0,0,0,0,0,0,4,4,0,0,3,4,3,0,0,0,0,0,0,0,7,0,0,29, Hillarys
$400-$424,0,0,0,0,0,3,6,0,3,0,11,0,6,8,4,5,0,0,0,0,0,0,0,0,0,42, Hillarys
$425-$449,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,25, Hillarys
$450-$474,0,0,0,0,0,0,0,0,6,6,4,4,0,10,6,0,0,0,0,0,0,0,4,0,0,49, Hillarys
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13, Hillarys
$500-$524,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,28, Hillarys
$525-$549,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14, Hillarys
$550-$649,0,0,0,0,4,0,3,3,3,0,9,4,9,12,20,12,8,0,5,0,3,0,4,0,0,101, Hillarys
$650-$749,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,6,3,0,3,0,0,39, Hillarys
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,4,5,4,0,7,0,0,33, Hillarys
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Hillarys
$950 and over,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,5,3,5,3,0,0,27, Hillarys
Not stated,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22, Hillarys
Not applicable,10,44,29,44,39,106,103,144,130,167,161,141,132,290,219,249,187,110,258,263,237,63,241,58,283,3716, Hillarys
Total,10,50,35,48,58,125,120,166,156,207,205,163,153,350,276,287,209,120,286,283,253,60,296,61,283,4255, Hillarys
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$200-$224,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Iluka - Burns Beach
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$250-$274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Iluka - Burns Beach
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Iluka - Burns Beach
$300-$324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Iluka - Burns Beach
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Iluka - Burns Beach
$350-$374,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Iluka - Burns Beach
$375-$399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$400-$424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Iluka - Burns Beach
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5, Iluka - Burns Beach
$450-$474,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Iluka - Burns Beach
$475-$499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Iluka - Burns Beach
$500-$524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8, Iluka - Burns Beach
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5, Iluka - Burns Beach
$550-$649,0,3,0,0,0,0,0,5,0,4,0,0,5,4,3,14,0,3,3,3,0,0,6,0,0,53, Iluka - Burns Beach
$650-$749,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,7,12,4,5,4,0,0,6,0,0,60, Iluka - Burns Beach
$750-$849,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,9,0,11,0,0,34, Iluka - Burns Beach
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,4,0,0,0,20, Iluka - Burns Beach
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10, Iluka - Burns Beach
Not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6, Iluka - Burns Beach
Not applicable,0,32,12,15,23,46,50,62,80,118,111,80,103,212,209,234,203,151,288,249,223,55,280,40,137,3017, Iluka - Burns Beach
Total,0,40,12,18,22,47,61,70,82,125,115,88,110,232,229,258,221,167,319,267,234,59,319,38,137,3270, Iluka - Burns Beach
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Joondalup - Edgewater
$75-$99,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Joondalup - Edgewater
$100-$124,0,0,0,0,9,14,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34, Joondalup - Edgewater
$125-$149,0,0,0,0,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28, Joondalup - Edgewater
$150-$174,0,0,0,0,10,5,8,4,0,3,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,40, Joondalup - Edgewater
$175-$199,0,0,0,4,3,9,6,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,43, Joondalup - Edgewater
$200-$224,0,0,0,0,6,3,7,6,4,3,5,0,5,4,6,6,0,0,0,0,0,0,0,0,0,47, Joondalup - Edgewater
$225-$249,0,0,0,0,5,3,5,0,12,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,29, Joondalup - Edgewater
$250-$274,0,0,0,0,5,5,6,3,5,11,11,3,3,4,0,0,0,0,0,0,0,0,3,0,0,73, Joondalup - Edgewater
$275-$299,0,0,0,0,0,0,11,4,5,7,8,3,4,3,5,4,0,0,0,0,0,0,0,0,0,64, Joondalup - Edgewater
$300-$324,0,0,0,0,3,6,13,9,16,15,19,15,13,19,0,3,4,0,0,0,0,0,6,0,0,173, Joondalup - Edgewater
$325-$349,0,0,0,0,3,4,12,9,13,10,14,6,17,9,7,3,6,0,4,0,0,0,3,0,0,135, Joondalup - Edgewater
$350-$374,0,8,0,5,4,11,10,20,18,34,30,25,12,25,15,8,0,0,3,0,0,0,15,0,0,252, Joondalup - Edgewater
$375-$399,0,0,0,0,0,3,0,4,14,17,24,13,14,35,6,7,4,0,3,0,0,0,8,3,0,158, Joondalup - Edgewater
$400-$424,0,3,0,0,0,3,11,12,10,14,17,13,10,34,16,5,3,0,0,7,0,0,15,5,0,200, Joondalup - Edgewater
$425-$449,0,0,0,0,0,0,8,0,6,4,6,4,4,19,12,14,0,0,3,0,0,0,8,0,0,84, Joondalup - Edgewater
$450-$474,0,0,0,3,0,6,3,0,4,11,3,6,11,18,16,8,5,5,4,0,4,0,14,0,0,129, Joondalup - Edgewater
$475-$499,0,0,0,0,0,0,0,0,4,5,0,4,0,4,9,0,5,4,6,0,0,0,3,0,0,56, Joondalup - Edgewater
$500-$524,0,0,0,0,0,0,0,0,3,0,0,0,5,6,8,4,4,0,4,0,0,0,10,0,0,48, Joondalup - Edgewater
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10, Joondalup - Edgewater
$550-$649,0,0,0,0,0,0,0,0,0,0,0,3,3,10,4,7,0,0,5,3,0,0,10,0,0,59, Joondalup - Edgewater
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10, Joondalup - Edgewater
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Joondalup - Edgewater
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Joondalup - Edgewater
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10, Joondalup - Edgewater
Not stated,0,3,0,0,0,3,5,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,0,52, Joondalup - Edgewater
Not applicable,5,49,25,40,72,182,88,206,190,225,214,167,182,402,284,316,176,98,176,121,73,22,274,73,630,4296, Joondalup - Edgewater
Total,14,76,36,69,130,275,201,290,320,375,361,286,296,613,392,395,222,122,205,133,82,25,394,104,631,6042, Joondalup - Edgewater
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6, Kingsley
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Kingsley
$100-$124,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Kingsley
$125-$149,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Kingsley
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Kingsley
$175-$199,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, Kingsley
$200-$224,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15, Kingsley
$225-$249,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5, Kingsley
$250-$274,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11, Kingsley
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Kingsley
$300-$324,0,0,0,0,0,3,3,3,0,10,0,4,6,7,3,0,0,0,0,0,0,0,6,0,0,48, Kingsley
$325-$349,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22, Kingsley
$350-$374,0,0,0,0,0,0,0,3,5,8,5,0,6,9,0,0,3,0,0,0,0,0,0,0,0,51, Kingsley
$375-$399,0,0,0,0,0,0,6,3,0,3,0,5,9,8,5,4,0,0,0,0,0,0,0,0,0,45, Kingsley
$400-$424,0,0,0,0,0,0,7,8,8,7,6,7,0,12,4,10,0,0,5,0,0,0,0,0,0,69, Kingsley
$425-$449,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0,0,0,3,0,0,34, Kingsley
$450-$474,0,0,0,0,0,0,3,3,7,0,9,3,8,7,4,0,0,0,0,0,0,0,3,0,0,47, Kingsley
$475-$499,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,7,0,0,0,0,0,0,3,0,0,34, Kingsley
$500-$524,0,0,0,0,0,0,0,3,0,3,4,0,8,9,4,3,5,0,4,0,0,0,3,0,0,48, Kingsley
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,23, Kingsley
$550-$649,0,0,0,0,0,0,0,0,0,0,4,0,5,8,7,11,3,4,4,0,0,0,8,0,0,48, Kingsley
$650-$749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9, Kingsley
$750-$849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Kingsley
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Kingsley
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Kingsley
Not stated,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20, Kingsley
Not applicable,7,51,23,43,66,245,178,223,223,269,232,190,167,434,346,342,227,124,217,169,116,26,297,58,275,4546, Kingsley
Total,7,59,27,46,74,267,211,261,259,312,277,212,210,514,391,381,250,131,234,176,114,26,333,69,275,5124, Kingsley
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Mullaloo - Kallaroo
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Mullaloo - Kallaroo
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Mullaloo - Kallaroo
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Mullaloo - Kallaroo
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Mullaloo - Kallaroo
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Mullaloo - Kallaroo
$200-$224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Mullaloo - Kallaroo
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, Mullaloo - Kallaroo
$250-$274,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13, Mullaloo - Kallaroo
$275-$299,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Mullaloo - Kallaroo
$300-$324,0,0,0,0,0,0,3,0,0,3,6,3,0,0,4,0,0,0,0,0,0,0,0,0,0,24, Mullaloo - Kallaroo
$325-$349,0,0,0,0,0,0,5,6,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20, Mullaloo - Kallaroo
$350-$374,0,4,0,0,0,7,4,4,3,4,8,8,4,4,5,0,0,0,0,0,0,0,0,0,0,52, Mullaloo - Kallaroo
$375-$399,0,0,0,0,0,0,3,0,0,6,3,0,3,6,0,3,0,0,0,0,0,0,4,0,0,30, Mullaloo - Kallaroo
$400-$424,0,0,0,0,0,0,0,7,0,6,5,8,0,8,8,0,4,0,4,0,0,0,7,0,0,64, Mullaloo - Kallaroo
$425-$449,0,0,0,0,0,0,0,0,0,0,6,0,3,7,4,0,5,0,0,0,0,0,0,0,0,30, Mullaloo - Kallaroo
$450-$474,0,0,0,0,0,3,0,0,3,0,0,6,4,5,4,7,0,0,0,0,0,0,5,0,0,36, Mullaloo - Kallaroo
$475-$499,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,20, Mullaloo - Kallaroo
$500-$524,0,0,0,0,0,0,0,0,7,0,0,6,3,6,4,3,0,0,0,5,0,0,7,0,0,46, Mullaloo - Kallaroo
$525-$549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11, Mullaloo - Kallaroo
$550-$649,0,0,0,0,0,0,0,5,0,6,4,4,4,11,6,6,7,4,10,0,0,0,14,0,0,77, Mullaloo - Kallaroo
$650-$749,0,0,0,0,0,0,0,0,6,0,0,0,6,10,7,4,3,5,9,6,5,3,6,0,0,55, Mullaloo - Kallaroo
$750-$849,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,4,0,4,3,4,0,4,0,0,26, Mullaloo - Kallaroo
$850-$949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,17, Mullaloo - Kallaroo
$950 and over,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9, Mullaloo - Kallaroo
Not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12, Mullaloo - Kallaroo
Not applicable,11,37,21,32,42,121,107,156,197,220,184,128,138,298,243,286,211,106,240,219,159,34,303,38,310,3845, Mullaloo - Kallaroo
Total,11,45,21,36,48,135,138,180,221,258,212,165,171,362,290,323,236,118,270,242,170,43,370,42,311,4419, Mullaloo - Kallaroo
$1-$74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$75-$99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$100-$124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$125-$149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$150-$174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Ocean Reef
$175-$199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$200-$224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Ocean Reef
$225-$249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, Ocean Reef
$250-$274,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7, Ocean Reef
$275-$299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$300-$324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8, Ocean Reef
$325-$349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ocean Reef
$350-$374,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9, Ocean Reef
$375-$399,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12, Ocean Reef
$400-$424,0,0,0,0,0,0,0,0,0,0,4,0,4,4,9,0,0,0,0,0,0,0,0,0,0,17, Ocean Reef
$425-$449,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12, Ocean Reef
$450-$474,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,4,0,0,0,0,0,0,0,0,22, Ocean Reef
$475-$499,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,0,17, Ocean Reef
$500-$524,0,0,0,0,0,0,0,0,0,0,0,6,4,6,9,0,0,0,4,4,0,0,8,0,0,36, Ocean Reef
